country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Denmark,2020,Copenhagen Business School (CBS),higher_education,1110600000.0,DKK,krone,verified_override,original_pdf,AE2755 (3).pdf,107,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,2021,Copenhagen Business School (CBS),higher_education,1123300000.0,DKK,krone,verified_override,original_pdf,AE2845.pdf,110,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2022,Copenhagen Business School (CBS),higher_education,1125600000.0,DKK,krone,verified_override,original_pdf,AE2954.pdf,117,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,2025,Copenhagen Business School (CBS),higher_education,1335800000.0,DKK,krone,verified_override,original_pdf,AE3209.pdf,123,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,1978,Danmarks Tekniske Universitet (DTU),higher_education,183747800.0,DKK,krone,verified_override,original_pdf,1978 19771_L101_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1979,Danmarks Tekniske Universitet (DTU),higher_education,251849000.0,DKK,krone,verified_override,original_pdf,1979 9781_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1980,Danmarks Tekniske Universitet (DTU),higher_education,264977900.0,DKK,krone,verified_override,original_pdf,1980 19792_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1981,Danmarks Tekniske Universitet (DTU),higher_education,282517800.0,DKK,krone,verified_override,original_pdf,1981 19801_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1982,Danmarks Tekniske Universitet (DTU),higher_education,307976000.0,DKK,krone,verified_override,original_pdf,1982 19812_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1984,Danmarks Tekniske Universitet (DTU),higher_education,395319000.0,DKK,krone,verified_override,original_pdf,1984 19832_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,1985,Danmarks Tekniske Universitet (DTU),higher_education,408672500.0,DKK,krone,verified_override,original_pdf,1985 19841_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1986,Danmarks Tekniske Universitet (DTU),higher_education,406483000.0,DKK,krone,verified_override,original_pdf,1986 19851_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1987,Danmarks Tekniske Universitet (DTU),higher_education,434333000.0,DKK,krone,verified_override,original_pdf,1987 19861_L1_som_vedtaget.pdf,135,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1988,Danmarks Tekniske Universitet (DTU),higher_education,468193400.0,DKK,krone,verified_override,original_pdf,1988 19871_L1_som_vedtaget.pdf,153,Verified against original Denmark budget file,Renamed from Danmarks tekniske Højskole (DTH) to DTU in 1994.; manual override from original Denmark budget file,verified_against_original_file
Denmark,1989,Danmarks Tekniske Universitet (DTU),higher_education,513662000.0,DKK,krone,verified_override,original_pdf,1989 19881_L1_som_vedtaget.pdf,135,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
