country,year,section_code,section_name_en,program_code,program_description,line_description,amount_local,currency,rd_category,pillar,decision,confidence,source_file,page_number
Denmark,1975,§20,Ministry of Education,63.03,"Tilskud i øvrigt 1.18. De Forenede Nationers Organisation for Undervisning, Videnskab og","63.03 Tilskud i øvrigt 1.18. De Forenede Nationers Organisation for Undervisning, Videnskab og",62698000,DKK,direct_rd,Direct R&D,include,0.99,1975 19742_L1_som_vedtaget.pdf,112
Denmark,1981,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),46300000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1979,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),41600000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1983,§20,Ministry of Education,53.04,Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,53.04 Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,40879000,DKK,direct_rd,Direct R&D,review,0.95,1983 19821_L1_som_vedtaget.pdf,113
Denmark,1984,§20,Ministry of Education,53.02,"Det arnamagnæanske Institut under Københavns Universitet,","53.02 Det arnamagnæanske Institut under Københavns Universitet,",37363400,DKK,direct_rd,Direct R&D,review,0.95,1984 19832_L1_som_vedtaget.pdf,139
Denmark,1984,§11,Ministry of Agriculture,53.06,Forskning og forsøg i forbindelse med landbrugets produk-,53.06 Forskning og forsøg i forbindelse med landbrugets produk-,37306000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,50
Denmark,1976,§20,Ministry of Education,9.03,Den europæiske organisation for atomkerneforskning (CERN),9.03 Den europæiske organisation for atomkerneforskning (CERN),30602000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1982,§20,Ministry of Education,53.04,Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,53.04 Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,30341000,DKK,direct_rd,Direct R&D,review,0.95,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1981,§20,Ministry of Education,53.04,Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,53.04 Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,26475000,DKK,direct_rd,Direct R&D,review,0.95,1981 19801_L1_som_vedtaget.pdf,118
Denmark,1980,§20,Ministry of Education,53.04,Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,53.04 Kandidatstipendier 53.05. Det kongelige danske videnskabernes selskab,25450000,DKK,direct_rd,Direct R&D,review,0.95,1980 19792_L1_som_vedtaget.pdf,111
Denmark,1979,§20,Ministry of Education,53.05,Kandidatstipendier 53.06. Det kgl. danske videnskabernes Selskab,53.05 Kandidatstipendier 53.06. Det kgl. danske videnskabernes Selskab,24900000,DKK,direct_rd,Direct R&D,review,0.95,1979 9781_L1_som_vedtaget.pdf,109
Denmark,1984,§20,Ministry of Education,08.11,"Den polytekniske Læreanstalt, Danmarks tekniske Højskole","08.11 Den polytekniske Læreanstalt, Danmarks tekniske Højskole",24781000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,133
Denmark,1977,§20,Ministry of Education,53.07,Kandidatstipendier 53.08. Det kgl. danske videnskabernes selskab,53.07 Kandidatstipendier 53.08. Det kgl. danske videnskabernes selskab,24000000,DKK,direct_rd,Direct R&D,review,0.95,1977 19762_L1_som_vedtaget.pdf,117
Denmark,1978,§20,Ministry of Education,9.03,Den europæiske organisation for atomkerneforskning (CERN),9.03 Den europæiske organisation for atomkerneforskning (CERN),22940000,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1983,§11,Ministry of Agriculture,53.10,Forsknings- og forsøgsprogrammer indenfor Landbrugsmini-,53.10 Forsknings- og forsøgsprogrammer indenfor Landbrugsmini-,22370000,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,42
Denmark,1983,§20,Ministry of Education,08.11,"Den polytekniske Læreanstalt, Danmarks tekniske Højskole","08.11 Den polytekniske Læreanstalt, Danmarks tekniske Højskole",21357000,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,109
Denmark,1976,§20,Ministry of Education,53.07,Kandidatstipendier 53.08. Det kgl. danske videnskabernes selskab,53.07 Kandidatstipendier 53.08. Det kgl. danske videnskabernes selskab,21300000,DKK,direct_rd,Direct R&D,review,0.95,1976 19751_L100_som_vedtaget.pdf,122
Denmark,1978,§20,Ministry of Education,53.05,Kandidatstipendier 53.06. Det kgl. danske videnskabernes Selskab,53.05 Kandidatstipendier 53.06. Det kgl. danske videnskabernes Selskab,20501400,DKK,direct_rd,Direct R&D,review,0.95,1978 19771_L101_som_vedtaget.pdf,107
Denmark,1982,§20,Ministry of Education,08.11,"Den polytekniske Læreanstalt, Danmarks tekniske Højskole","08.11 Den polytekniske Læreanstalt, Danmarks tekniske Højskole",18514000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,107
Denmark,1984,§20,Ministry of Education,53.21,OECDs center for uddannelsesforskning og uddannelsesud-,53.21 OECDs center for uddannelsesforskning og uddannelsesud-,18371000,DKK,direct_rd,Direct R&D,include,0.99,1984 19832_L1_som_vedtaget.pdf,121
Denmark,1981,§20,Ministry of Education,08.11,"Den polytekniske Læreanstalt, D'anmarks tekniske Højskole","08.11 Den polytekniske Læreanstalt, D'anmarks tekniske Højskole",17102000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,114
Denmark,1980,§20,Ministry of Education,08.11,"Den polytekniske Læreanstalt, Danmarks tekniske Højskole","08.11 Den polytekniske Læreanstalt, Danmarks tekniske Højskole",16613000,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,107
Denmark,1975,§20,Ministry of Education,63.07,Kandidatstipendier 63.08. Det kgl. danske videnskabernes selskab,63.07 Kandidatstipendier 63.08. Det kgl. danske videnskabernes selskab,16000000,DKK,direct_rd,Direct R&D,review,0.95,1975 19742_L1_som_vedtaget.pdf,122
Denmark,1983,§20,Ministry of Education,53.02,Tilskud til EF-forskningskontrakter (tekstanm. 81),53.02 Tilskud til EF-forskningskontrakter (tekstanm. 81),15500000,DKK,direct_rd,Direct R&D,include,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1984,§20,Ministry of Education,09.02,Dansk Rumforskningsinstitut,09.02 Dansk Rumforskningsinstitut,14430000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,139
Denmark,1982,§11,Ministry of Agriculture,53.10,Forsknings-og forsøgsprogrammer indenfor Landbrugsmini-,53.10 Forsknings-og forsøgsprogrammer indenfor Landbrugsmini-,14000000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,42
Denmark,1983,§20,Ministry of Education,09.02,Dansk Rumforskningsinstitut,09.02 Dansk Rumforskningsinstitut,13166000,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1982,§20,Ministry of Education,53.02,Tilskud til EF-forskningskontrakter (tekstanm. 82),53.02 Tilskud til EF-forskningskontrakter (tekstanm. 82),12000000,DKK,direct_rd,Direct R&D,include,0.99,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1982,§20,Ministry of Education,09.02,Dansk Rumforskningsinstitut,09.02 Dansk Rumforskningsinstitut,11650000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1978,§20,Ministry of Education,53.01,Institut for grænseregionsforskning,53.01 Institut for grænseregionsforskning,11222000,DKK,direct_rd,Direct R&D,include,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1981,§20,Ministry of Education,09.02,Dansk Rumforskningsinstitut,09.02 Dansk Rumforskningsinstitut,10690000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1977,§11,Ministry of Agriculture,3.11,Statens veterinære Serumlaboratorium,3.11 Statens veterinære Serumlaboratorium,10500000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,45
Denmark,1980,§20,Ministry of Education,09.02,Dansk Rumforskningsinstitut,09.02 Dansk Rumforskningsinstitut,9913300,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,111
Denmark,1979,§20,Ministry of Education,09.02,Dansk Rumforskningsinstitut,09.02 Dansk Rumforskningsinstitut,8665000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1980,§20,Ministry of Education,53.02,Tilskud til EF-forskningskontrakter (tekstanm. 84),53.02 Tilskud til EF-forskningskontrakter (tekstanm. 84),8000000,DKK,direct_rd,Direct R&D,include,0.99,1980 19792_L1_som_vedtaget.pdf,111
Denmark,1977,§20,Ministry of Education,9.02,Dansk Rumforskningsinstitut,9.02 Dansk Rumforskningsinstitut,7920000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1979,§20,Ministry of Education,70.01,Forskningscentret ved Hørsholm 7.400.000,70.01 Forskningscentret ved Hørsholm 7.400.000,7400000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,112
Denmark,1976,§20,Ministry of Education,9.01,Forskningssekretariatet,9.01 Forskningssekretariatet,7384000,DKK,direct_rd,Direct R&D,include,0.99,1976 19751_L100_som_vedtaget.pdf,122
Denmark,1976,§20,Ministry of Education,9.02,Dansk Rumforskningsinstitut,9.02 Dansk Rumforskningsinstitut,7137000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1984,§20,Ministry of Education,08.03,Odense Universitet,08.03 Odense Universitet,6276500,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,132
Denmark,1978,§20,Ministry of Education,9.02,Dansk Rumforskningsinstitut,9.02 Dansk Rumforskningsinstitut,6200000,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1975,§20,Ministry of Education,6.33,Forskningssekretariatet,6.33 Forskningssekretariatet,6116800,DKK,direct_rd,Direct R&D,include,0.99,1975 19742_L1_som_vedtaget.pdf,123
Denmark,1975,§20,Ministry of Education,6.34,Dansk Rumforskningsinstitut,6.34 Dansk Rumforskningsinstitut,6100000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,123
Denmark,1981,§20,Ministry of Education,53.02,Tilskud til ef- forskningskontrakter.(tekstanm.81) 53.03. Forskerstipendier,53.02 Tilskud til ef- forskningskontrakter.(tekstanm.81) 53.03. Forskerstipendier,5500000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1983,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),5120000,DKK,direct_rd,Direct R&D,include,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1976,§20,Ministry of Education,53.01,"Tilskud til 홢Institut for grænseregionsforskning""","53.01 Tilskud til 홢Institut for grænseregionsforskning""",5067000,DKK,direct_rd,Direct R&D,include,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1983,§20,Ministry of Education,09.05,Den europæiske organisation for astronomisk forskning (ESO),09.05 Den europæiske organisation for astronomisk forskning (ESO),5050000,DKK,direct_rd,Direct R&D,review,0.99,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1978,§11,Ministry of Agriculture,53.24,Forskning og forsøg i forbindelse med landbrugets pro-,53.24 Forskning og forsøg i forbindelse med landbrugets pro-,5000000,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,43
Denmark,1978,§20,Ministry of Education,70.01,Forskningscentret ved Hørsholm 30. Stiftelsen Sorø Akademi.,70.01 Forskningscentret ved Hørsholm 30. Stiftelsen Sorø Akademi.,5000000,DKK,direct_rd,Direct R&D,include,0.99,1978 19771_L101_som_vedtaget.pdf,110
Denmark,1979,§20,Ministry of Education,53.02,Tilskud til EF-forskningskontrakter (tekstanm. 85),53.02 Tilskud til EF-forskningskontrakter (tekstanm. 85),5000000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1984,§20,Ministry of Education,53.01,Medlemsbidrag for dansk deltagelse i Den molekylærbiolo-,53.01 Medlemsbidrag for dansk deltagelse i Den molekylærbiolo-,4905000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,139
Denmark,1982,§20,Ministry of Education,09.05,Den europæiske organisation for astronomisk forskning (ESO),09.05 Den europæiske organisation for astronomisk forskning (ESO),4800000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,112
Denmark,1981,§20,Ministry of Education,08.03,Odense Universitet,08.03 Odense Universitet,4732900,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,113
Denmark,1981,§20,Ministry of Education,09.05,Den europæiske organisation for astronomisk forskning (ESO),09.05 Den europæiske organisation for astronomisk forskning (ESO),4700000,DKK,direct_rd,Direct R&D,review,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1977,§20,Ministry of Education,70.01,Forskningscentret ved Hørsholm 30. Stiftelsen Sorø Akademi.,70.01 Forskningscentret ved Hørsholm 30. Stiftelsen Sorø Akademi.,4500000,DKK,direct_rd,Direct R&D,include,0.99,1977 19762_L1_som_vedtaget.pdf,120
Denmark,1982,§20,Ministry of Education,08.03,Odense Universitet,08.03 Odense Universitet,4434000,DKK,direct_rd,Direct R&D,review,0.99,1982 19812_L1_som_vedtaget.pdf,106
Denmark,1978,§20,Ministry of Education,53.02,Tilskud til EF-forskningskontrakter (tekstanm. nr. 84).,53.02 Tilskud til EF-forskningskontrakter (tekstanm. nr. 84).,4330000,DKK,direct_rd,Direct R&D,include,0.99,1978 19771_L101_som_vedtaget.pdf,108
Denmark,1979,§20,Ministry of Education,09.05,Den europæiske organisation for astronomisk forskning (ESO),09.05 Den europæiske organisation for astronomisk forskning (ESO),4280000,DKK,direct_rd,Direct R&D,review,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1980,§20,Ministry of Education,08.03,Odense Universitet og Universitetscenter,08.03 Odense Universitet og Universitetscenter,4226300,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,106
Denmark,1980,§20,Ministry of Education,09.05,Den europæiske organisation for astronomisk forskning (ESO),09.05 Den europæiske organisation for astronomisk forskning (ESO),4200000,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,112
Denmark,1984,§20,Ministry of Education,08.17,Danmarks farmaceutiske Højskole,08.17 Danmarks farmaceutiske Højskole,4097000,DKK,direct_rd,Direct R&D,review,0.95,1984 19832_L1_som_vedtaget.pdf,135
Denmark,1984,§20,Ministry of Education,53.01,Medlemsbidrag for dansk deltagelse i Den molekylærbiolo-,53.01 Medlemsbidrag for dansk deltagelse i Den molekylærbiolo-,4040000,DKK,direct_rd,Direct R&D,review,0.95,1984 19832_L1_som_vedtaget.pdf,139
Denmark,1977,§20,Ministry of Education,9.05,Den europæiske organisation for astronomisk forskning (ESO),9.05 Den europæiske organisation for astronomisk forskning (ESO),3950000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1982,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),3940000,DKK,direct_rd,Direct R&D,include,0.99,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1977,§20,Ministry of Education,53.01,Tilskud til støtte af internationale samarbejdsprojekter inden,53.01 Tilskud til støtte af internationale samarbejdsprojekter inden,3900000,DKK,direct_rd,Direct R&D,review,0.99,1977 19762_L1_som_vedtaget.pdf,118
Denmark,1983,§20,Ministry of Education,53.03,Forskerstipendier 09.02. Dansk Rumforskningsinstitut,53.03 Forskerstipendier 09.02. Dansk Rumforskningsinstitut,3690000,DKK,direct_rd,Direct R&D,review,0.95,1983 19821_L1_som_vedtaget.pdf,114
Denmark,1976,§20,Ministry of Education,53.01,Tilskud til støtte af internationale samarbejdsprojekter inden,53.01 Tilskud til støtte af internationale samarbejdsprojekter inden,3676000,DKK,direct_rd,Direct R&D,review,0.99,1976 19751_L100_som_vedtaget.pdf,123
Denmark,1981,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),3670000,DKK,direct_rd,Direct R&D,include,0.99,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1975,§20,Ministry of Education,61.12,Medlemsbidrag til Den europæiske organisation for astrono-,61.12 Medlemsbidrag til Den europæiske organisation for astrono-,3500000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,111
Denmark,1980,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),3460000,DKK,direct_rd,Direct R&D,review,0.99,1980 19792_L1_som_vedtaget.pdf,111
Denmark,1984,§20,Ministry of Education,08.05,Ålborg Universitetscenter,08.05 Ålborg Universitetscenter,3385000,DKK,direct_rd,Direct R&D,review,0.99,1984 19832_L1_som_vedtaget.pdf,133
Denmark,1982,§20,Ministry of Education,53.03,Forskerstipendier 09.02. Dansk Rumforskningsinstitut,53.03 Forskerstipendier 09.02. Dansk Rumforskningsinstitut,3340000,DKK,direct_rd,Direct R&D,review,0.95,1982 19812_L1_som_vedtaget.pdf,111
Denmark,1982,§20,Ministry of Education,53.02,25 kandidatstipendier 53.03. Rejseunderstøttelse for unge videnskabsmænd og lærere m.v.,53.02 25 kandidatstipendier 53.03. Rejseunderstøttelse for unge videnskabsmænd og lærere m.v.,3255300,DKK,direct_rd,Direct R&D,review,0.95,1982 19812_L1_som_vedtaget.pdf,108
Denmark,1979,§20,Ministry of Education,09.03,Den europæiske organisation for atomkerneforskning (CERN),09.03 Den europæiske organisation for atomkerneforskning (CERN),3230000,DKK,direct_rd,Direct R&D,include,0.99,1979 9781_L1_som_vedtaget.pdf,110
Denmark,1975,§20,Ministry of Education,6.35,Dansk følgeforskning i forbindelse med den europæiske organisation,6.35 Dansk følgeforskning i forbindelse med den europæiske organisation,3200000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,123
Denmark,1975,§20,Ministry of Education,63.01,Tilskud til støtte af internationale samarbejdsprojekter inden,63.01 Tilskud til støtte af internationale samarbejdsprojekter inden,3200000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,123
Denmark,1981,§20,Ministry of Education,53.03,Forskerstipendier 09.02. Dansk Rumforskningsinstitut,53.03 Forskerstipendier 09.02. Dansk Rumforskningsinstitut,3160000,DKK,direct_rd,Direct R&D,review,0.95,1981 19801_L1_som_vedtaget.pdf,119
Denmark,1975,§20,Ministry of Education,62.09,"Tilskud til etablering af lokaler og svømmebassiner, LB 388","62.09 Tilskud til etablering af lokaler og svømmebassiner, LB 388",3100000,DKK,direct_rd,Direct R&D,review,0.99,1975 19742_L1_som_vedtaget.pdf,116
Denmark,1978,§20,Ministry of Education,53.01,Støtte til internationale samarbejdsprojekter inden for,53.01 Støtte til internationale samarbejdsprojekter inden for,3100000,DKK,direct_rd,Direct R&D,review,0.99,1978 19771_L101_som_vedtaget.pdf,108
