country,year,source_file,page_number,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,amount_prior,unit,currency,rd_category,decision,confidence,llm_model,extraction_pass,notes
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"TR/81-38, 84; TR/82-86;","TR/81-38, 84; TR/82-86;",,"TR/81-38, 84; TR/82-86;","TR/81-38, 84; TR/82-86;",4.801,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,ADMINISTRATION DU PIPE-LINE DU NORD,ADMINISTRATION DU PIPE-LINE DU NORD,,ADMINISTRATION DU PIPE-LINE DU NORD,ADMINISTRATION DU PIPE-LINE DU NORD,17843.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL,AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL,,AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL,AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL,132851.0,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL (Fin),AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL (Fin),,AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL (Fin),AGENCE CANADIENNE DE DÉVELOPPEMENT INTERNATIONAL (Fin),2077939.001,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,AGRICULTURE (Fin) OFFICE CANADIEN DES PROVENDES,AGRICULTURE (Fin) OFFICE CANADIEN DES PROVENDES,,AGRICULTURE (Fin) OFFICE CANADIEN DES PROVENDES,AGRICULTURE (Fin) OFFICE CANADIEN DES PROVENDES,19775.0,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,ANNEXE III,ANNEXE III,,ANNEXE III,ANNEXE III,242.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,APPROVISIONNEMENTS ET SERVICES,APPROVISIONNEMENTS ET SERVICES,,APPROVISIONNEMENTS ET SERVICES,APPROVISIONNEMENTS ET SERVICES,265172.2,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,ASSURANCE DE PRÊTS À L'HABITATION,ASSURANCE DE PRÊTS À L'HABITATION,,ASSURANCE DE PRÊTS À L'HABITATION,ASSURANCE DE PRÊTS À L'HABITATION,1.984,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,ATLANTIC CANADA OPPORTUNITIES AGENCY,ATLANTIC CANADA OPPORTUNITIES AGENCY,,ATLANTIC CANADA OPPORTUNITIES AGENCY,ATLANTIC CANADA OPPORTUNITIES AGENCY,310321.0,,thousand,CAD,unclear,review,0.6,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_80ffd1071265__1988-1.txt,0,section_total,,BANQUE FÉDÉRALE DE DÉVELOPPEMENT,BANQUE FÉDÉRALE DE DÉVELOPPEMENT,,BANQUE FÉDÉRALE DE DÉVELOPPEMENT,BANQUE FÉDÉRALE DE DÉVELOPPEMENT,29010.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
